language,model,joke,reward
en,base,Why did Alcaraz bring a ladder to the tennis match? Because he heard Bellucci was serving up some tall tasks!,8.0
en,base,Why did the Canadian goose need to move to Denmark? Because雁过留声，笑料自现：为什么这只加拿大鹅需要搬到丹麦去？因为它听说在丹麦，几乎每个人都有一只医生（鸭子）陪诊。,6.0
en,base,Why did the government refuse to acknowledge rental income as earned money? Because it's still waiting for the tenant to actually move in!,8.0
en,base,"Why did the Russian and Chinese submarines become such good friends? Because they found out they could count on each other for fish and chips... or should I say, fish and dumplings!",6.0
en,base,Why did the soccer team bring a pot of gold to Santa Clara? Just in case they needed to bribe the referee or maybe to use as Christmas decorations since they're clearly not good at calculating angles for their shots.,8.0
en,base,Why did the former elite athlete decide to paint mountains? Because he heard base camps offer great training grounds!,6.0
en,base,Why did Taylor Swift break up with her ex? Because he was more interested in fandom matchmaking than writing songs about it!,8.0
en,base,Why did the UK beef farmer put a mirror in front of his herd? To see if they were grain-fully aware they were hungry!,8.0
en,base,Why did the sandwich refuse to testify? Because it didn't want to bread itself into a lie!,6.0
en,base,Why did the bullet train go to the history museum? To see if it could get a speeding ticket for traveling back in time in under three hours!,8.0
en,base,Why did the tram refuse to retire? Because it had been racking up miles since the great-granddaddy of London's transit system was still just a gleam in its engineer's eye!,8.0
en,base,Why did Deion Sanders join the coaching staff? Because now he can finally turn his players into wide receivers and cornerbacks at the same time!,8.0
en,base,Why did the Zimbabwean accountant refuse to play Monopoly? Because he heard it involved sequestering assets worth R17 million!,8.0
en,base,"Why did the scientist go to Heard Island? To study the flu, but he caught a case of severe frostbite trying to decipher his own notes!",8.0
en,base,"Why did Jason Kelce text Taylor Swift instead of making the call? Because he heard it was a proposal heard 'round the world, and he didn't want to miss out on any of the drama!",8.0
en,base,"Why did Watership Down try to hop onto the list of greatest animated films? Because it heard all the other bunnies were on it, but they were just carrot sticks!",8.0
en,base,Why did the crab cross the road in southern Malaysia? To get away from the developer's bulldozer... but now it's facing issues finding a new home because all the crab holes are being turned into condominiums!,8.0
en,base,Why did Ridley Scott refuse $20 million for Terminator 3? Because he heard they wanted him to spread cherry jam all over the Daleks!,8.0
en,base,Why did the multiverse go to therapy? Because it has an infinite number of problems!,6.0
en,base,"Why did Taylor Swift's engagement ring need to see a jeweler? Because it was having second thoughts about its diamond's solitaire setting and wanted to discuss a more pear-shaped option—after all, Rome wasn't built in a day, but it was built cheaper than that ring!",8.0
en,base,Why did the airplane passenger refuse to wear his underwear? Because he heard it was already wearing sweatpants and leggings!,8.0
en,base,"Why did Mount Fuji start an AI diet? To get taller and taller, just like its volcano preparation videos for Tokyo!",8.0
en,base,Why did the entrepreneur from Bellville attend the Business Expo? To find out if his idea of a time machine was ahead of its time or just plain nuts!,8.0
en,base,"Why did the dieter refuse to wrestle the treadmill? Because every time he tried to grab fat, the muscle just wouldn't let go!",8.0
en,base,"Why was Bad Bunny ""a little"" nervous about acting in ""Caught Stealing""? Because he kept thinking his lines were ""Omg I'm getting caught again, this is so embarrassing!"" and he's like, ""No, Bunny, just say 'I didn't see it!'""",8.0
en,base,Why did the sunburn cinema close down after the Great British holiday? Because it ran out of 50p tickets and melted candy floss!,6.0
en,base,"Why did the B.C. para hockey player bring a ladder to the game? Because she heard the goalkeeper was good, even from a distance!",8.0
en,base,Why did the electric guitar refuse to go to the Electric Picnic 2025? Because it heard there would be too many bassists and it didn't want its riffs stolen!,8.0
en,base,Why did the travel blogger bring a ladder to the mountains? To climb out of his tent when the grizzly bear asked for a hug!,6.0
en,base,Why did the meteorologist refuse to go skiing during La Niña? Because he didn't want to risk an avalanche of data!,8.0
en,base,Why did Bryan Johnson refuse to play hide and seek? Because he's looking for a good blockchain to store his eternal existence!,8.0
en,base,Why did the Klamath River decide to restore itself? Because it heard lakes were having way more fun!,6.0
en,base,Why did the moose cross the road to get to the cheesesteak stand? To reindeer-ine the competition from Philly!,8.0
en,base,"Why did the Australian sheepdog join a band? To get to the root of the matter and strum a little sheep-la, sheep-la!",6.0
en,base,Why did the family's emigration plan fall through? Because they realized they couldn't leave while they still had the Tuath Housing Cost Rental property to deal with!,8.0
en,base,Why did the Asian hornet join the yoga class in Cork? To get stinger-y and flex its mandibles!,6.0
en,base,Why did the computer science graduate cross the road? To get to the unemployment line—where all the other computer science graduates were waiting in a queue!,8.0
en,base,"Why did the robot rabbit join the battle against Burmese pythons in the Everglades? Because they heard the pythons were using advanced snake wifi, and they didn't want to be snake-tarded!",6.0
en,base,Why did the AI go to Southern California? To detect the sound of frogs... before they croak too loudly and give away their location!,8.0
en,base,"Why did the AI therapist get arrested? Because it was feeling a little too ""algorithmic"" and needed to work on its empathy skills!",8.0
en,base,Why did Denmark send an apology along with the birth control to Greenland? Because they wanted to make sure they weren't just letting their guilt hang there!,8.0
en,base,Why did the neutron walk into the bar? Because he was already proton-rich!,2.0
en,base,Why did the STI attend the party? Because it heard there would be no shame and no disgust... unless someone talked about it!,8.0
en,base,Why did Sarah Mitton's trophy melt? Because the Diamond League judges were made of harsher stuff!,8.0
en,base,"Why did Taylor Swift need a calendar app? Because she heard Travis Kelce was bringing his calendar too, and she didn't want to be the only one not knowing when the big game—and her wedding—was!",8.0
en,base,Why did the sustainability officer from South Africa refuse the job offer from a fast-food chain? Because the G20 presidency had made him realize that youth employment is about more than just flipping burgers!,8.0
en,base,Why did the drainage crew bring a map of New Orleans to the Superdome? Because they heard the levees were unpredictable!,8.0
en,base,Why did Tom Reeves raid the landlord's house? To find out if he could get a better rent deal through deductions!,8.0
en,base,Why did the mechanical shark from Jaws bring a towel? To wipe the sweat off its forehead after hearing that ominous two-note theme for the 50th time!,8.0
en,base,"Why did TikTok's owner, ByteDance, refuse to play hide and seek? Because he was valued at over $330 billion and couldn't hide in just 330 billion places!",8.0
en,base,Why did the shark refuse to go swimming near the industrial area? Because it heard the water was a little sour for sharks!,6.0
en,base,Why did the programmer quit his job?因为他找到了更好的offer，上面写着“无加班”。（注：这里的“无加班”在中文里谐音“无痛苦”，意指避免了职业倦怠）,8.0
en,base,Why did Taylor Swift need an engagement ring? Because she wanted to complete her perfect circle of fame!,6.0
en,base,"Why did the Netflix algorithm go to the movie theater? To find the blandest, easiest-to-follow film that was also a jack-of-all-trades, master-of-none kind of movie—clearly, it wanted to branch out from its own recommendations!",8.0
en,base,Why did the plastic bag go to therapy? Because it felt really guilty about its carbon footprint after the breakthrough in Australian soft plastics recycling!,8.0
en,base,Why did the British expat refuse to cross the road? Because he heard the French had better pension tax bills!,6.0
en,base,Why did the tennis player get kicked out of the US Open? Because he couldn't prove he had a rac in his family tree or a degree from Harvard!,8.0
en,base,Why did the senator from Texas refuse to shake hands with the senator from California? Because he heard the handshake ended in a punch and slap during the Mexican Senate debate!,8.0
en,base,"Why did the city plant vines on the buildings? Because they heard it was a perfect symbiosis, and now the concrete jungles are growing air conditioners!",8.0
en,base,Why did the tennis player refuse to shake hands after winning the match? Because every handshake felt like a set-point in a game he'd already won!,8.0
en,base,Why did the Tesla refuse to carpool with Waymo's robotaxi? Because it believed in electric individualism!,8.0
en,base,Why did the influencer refuse the free trip to SARS headquarters? Because now it counts as taxable income... and they heard the coffee is terrible there!,8.0
en,base,"Why did the tornado go to therapy? Because it had a real ""storm"" of issues!",6.0
en,base,Why did Manchester United need a map to find Grimsby Town? Because they were lost in their own league!,8.0
en,base,Why did the chair need spray? Because it had a bad case of four-legged stool envy!,6.0
en,base,Why did the banana need a hammer? To smash its identity as a fruit and become a weapon in the kitchen fight!,6.0
en,base,Why did the fridge need help moving? Because it was a little chilly out there!,6.0
en,base,Why did the pumpkin need a hammer? To give it a squash!,2.0
en,base,Why did the pumpkin go to the doctor? Because it wasn't feeling very peely!,2.0
en,base,Why did the book refuse to go into the microwave? It didn't want to be cooked up like a sandwich!,6.0
en,base,"Why did the door go to the spray tan salon? To get a little门面一新 (mén miàn yī xīn), of course!",6.0
en,base,"Why did the pizza need to be measured? Because someone wanted to make sure it wasn't being ""pie-cipitated""!",8.0
en,base,Why did the fridge need to be unplugged? Because it was tired of being frozen solid all the time!,6.0
en,base,Why did the phone go to the gym? To weigh more!,6.0
en,base,Why did the tomato need to be deseeded? Because it was a stuffed pepper!,2.0
en,base,Why did the cup need spray? Because it wanted to join the mist team!,6.0
en,base,Why did the blender close the curtains? Because it heard someone was coming to toast!,6.0
en,base,"Why did the tomato need a hammer? To give itself a big, juicy blight!",6.0
en,base,Why did the pumpkin refuse to use a regular blender? Because it heard the squash would be inevitable!,6.0
en,base,Why did the laptop refuse to go in the microwave? It didn't want to risk a crash!,6.0
en,base,Why did the drill go to the doctor? Because it was egg-cited to find out how to hatch its own shells!,6.0
en,base,Why did the peel break up with the coconut? Because it couldn't handle all the shell-shocking surprises!,6.0
en,base,Why did the man cut his shoes? To improve the fit and enhance his step-holding capacity!,8.0
en,base,Why did the watermelon weigh so much? Because it had all its friends (and seeds) in it when it got weighed!,6.0
en,base,Why did the hammer break into the fridge? To get into a cold smash!,6.0
en,base,Why did the open blender go to the doctor? Because it felt blended!,6.0
en,base,Why did the coconut need a knife? Because it wanted to get a little cut for the tropical party!,6.0
en,base,Why did the bacon refuse to be measured? Because it didn't want its pork belly exposed!,6.0
en,base,Why did the fridge need to drop by the gym? To build its cold-pressing muscles!,6.0
en,base,Why did the pumpkin refuse to be measured? Because it didn't want its girth!,6.0
en,base,"Why did the laptop need scissors? Because it wanted to go on a diet, but all it had was a virus that said ""cut, cut, cut!""",8.0
en,base,Why did the keyboard need to wash its hands? Because it was caught in a typing storm!,6.0
en,base,Why did the tree need a shake? Because it heard there was a branch sale!,6.0
en,base,Why did the potato roll into the house? To become a spud-tacular part of the family!,6.0
en,base,Why did the phone throw itself out the window? To text its ex.,6.0
en,base,Why did the orange refuse to play catch? Because it didn't want to be thrown for a loop!,6.0
en,base,Why did the fryer call the phone? To check if it could bake pies!,10.0
en,base,Why did the hammer go to the microwave? To get zapped for its nails!,10.0
en,base,Why did the phone go to the doctor? Because it kept getting un plugged!,6.0
en,base,Why did the pumpkin refuse to weigh itself? Because it didn't want to squash its ego.,6.0
en,base,Why did the microwave go to the party? To measure out the right amount of popcorn kernels!,6.0
en,base,Why did the tomato weigh itself? Because it wanted to know its can't-put-down weight!,6.0
en,base,Why did the watermelon fail the measuring tape test? Because it found scales much more effective for measuring its weight!,6.0
en,base,Why did the spoon throw away its fork? Because it couldn't stand being dumped on!,6.0
en,base,Why did the microwave break up with the shoes? Because it found out they had too many issues with heating up dating profiles!,8.0
en,base,Why did the shirt refuse to throw itself in the laundry? Because it didn't want to wear its pants!,6.0
en,base,Why did the chef refuse to measure the oven? Because he didn't want to cake his efforts!,8.0
en,base,Why did the egg go to the bar? To get drunk and lay jokes!,6.0
en,base,Why did the cookie throw itself out of the window? Because it wanted to crumble and roll!,2.0
en,base,Why did the phone go to the gym? To get into its blend!,6.0
en,base,Why did the hammer break into car theft? Because it was sick of just being used for nail-related crimes!,8.0
en,base,Why did the drill go to the bottle? To get to the core!,2.0
en,base,Why did the towel cut the paper in half? Because it wanted to dry the other side!,6.0
en,base,Why did the hammer go to the shoe shop? Because it wanted to feel secure!,6.0
en,base,Why did the egg need a hammer? To crack jokes!,2.0
en,base,Why did the hammer break up with the phone? Because it couldn't text-mate!,6.0
en,base,Why did the cucumber refuse to go near the wash basin? Because it didn't want to get its pickle on!,6.0
en,base,Why did the table go to the gym? To get a shake-and-bake workout!,6.0
en,base,Why did the watermelon need to wash its face? Because it had a rind of shame!,6.0
en,base,Why did the book refuse to go near the spray? Because it didn't want its pages getting turned into pulp!,6.0
en,base,Why did the person put their shirt in the microwave? To wash it without going to the laundromat!,8.0
en,base,Why did the person open the fridge? To see if the door was really closed!,10.0
en,base,Why did the microwave go to the gym? To get better at moving food around!,6.0
en,base,Why did the guy bring a ruler to the shoe store? He wanted to measure up!,8.0
en,base,Why did the car need scissors? Because it had a windshield wiper cut to keep!,6.0
en,base,Why did the window go to the sink? To wash its streaks away!,6.0
en,base,Why did the tomato need to wash its face? To beat the salad dressing in a skincare contest!,6.0
en,base,Why did the flower refuse to be thrown? Because it had fragile feelings!,2.0
en,base,Why did the rock need to wash its hands? Because it was mountain-sweated!,6.0
en,base,Why did the corn go to the doctor? Because it had a kernel of truth to peel out!,6.0
en,base,Why did the book need to be weighed down? Because it was trying to sink its teeth into the conversation!,6.0
en,base,Why did the spray can avoid the microwave? Because it heard it was getting canned!,6.0
en,base,Why did the carrot roll to the edge of the table? Because it wanted to be a little carrot on the outside!,6.0
en,base,Why did the keyboard need a pair of scissors? Because it heard the rumor that being cut down to size could improve its typing skills!,6.0
en,base,Why did the egg weigh less than its brother? Because it wasn't heavy-weight!,2.0
en,base,Why did the fridge need a wash? Because it had cheese-ity powder on its shelves!,6.0
en,base,Why did the blender go to the doctor? Because it was feeling a little bit unplugged!,6.0
en,base,Why did the banana weigh less than its peel? Because it went on a no-peel diet!,6.0
en,base,Why did the door go to the washateria? To get its hinges a good scrubbing!,6.0
en,base,Why did the flower refuse to be measured? Because it knew it was already petal-perfect!,6.0
en,base,Why did the bottle go to the gym? To weigh more than its weight in plastic!,6.0
en,base,Why did the phone need a haircut? Because it was getting a little long in the tooth and needed to be cut down to size!,6.0
en,base,Why did the apple go to the bathroom? To get a little wash-eful!,6.0
en,base,Why did the pumpkin need scissors? Because it was tired of being in pieces!,6.0
en,base,Why did the towel go to college? To get washed and educated!,6.0
en,base,Why did the hammer break up with the keyboard? Because it couldn't type its feelings!,6.0
en,base,Why did the table go to the hair salon? It heard the spray was good for its top!,6.0
en,base,Why did the rock need a pair of scissors? To cut a diamond and prove it's not just a pretty face!,6.0
en,base,Why did the book need a haircut? Because it was getting a little musty around the edges!,6.0
en,base,Why did the man shake his hair? To see if it was still attached!,6.0
en,base,Why did the lemon refuse to go to the party? Because it didn't want to shake things up!,6.0
en,base,Why did the carrot refuse to get measured? Because it didn't want to be rooted!,6.0
en,base,Why did the hammer go to the bar? To find its bottle of nails!,6.0
en,base,Why did the washing machine quit his job? He found it more stimulating to wash clothes than to blend them in the office blender!,8.0
en,base,Why did the close-minded person refuse to open the fridge? Because he didn't believe in cold opinions!,8.0
en,base,Why did the oven need to wash its hands? Because it was feeling a little bake-ified!,6.0
en,base,Why did the coconut need a hammer? To crack up!,2.0
en,base,Why did the laptop go to the store? To measure its new case because the old one kept opening by itself!,6.0
en,base,Why did the tomato shake its head? Because it heard someone was making ketchup!,2.0
en,base,Why did the chair need to be washed? Because it had a splinter-fest!,6.0
en,base,Why did the hammer refuse to eat the watermelon? Because it already had a lot of nuts!,6.0
en,base,Why did the farmer spray eggs on the wall? To create a delicious mural that only needs frying!,6.0
en,base,Why did the flower go to the bar? To shake its petals!,2.0
en,base,Why did the tree need to move? Because it kept getting confused with its roots!,6.0
en,base,Why did the chef break up with the calendar? Because he found out she was dates and dates and dates!,8.0
en,base,Why did the candidate refuse to shake the journalist's hand after the debate? Because he heard her key takeaway was that the debate was boring—five times in a row.,8.0
en,base,Why did the French prime minister resign? Because the Euro slid down the Paris stock market's drain!,8.0
en,base,"Why did the nurse refuse to take David Muir's daughter out for ice cream? Because she heard David said his daughter thanked her for saving him at the Bills game, and the nurse thought, ""Next thing you know, he'll be thanking me for not spilling my soda on him!""",8.0
en,base,"Why did the movie ""The Sound of Music"" refuse to watch ""The Exorcist""? Because it couldn't handle being poltergeisted on by little nuns!",8.0
en,base,"Why did the ancient Egyptian bracelet join the gym? To build some arm strength and maybe get back into fashion—after being melted down 3,000 years ago!",8.0
en,base,"Why did Mercury play so well? Because she heard the Lynx were in a tight series, and when Wilson started playing like an Ace, she knew she had to step up—otherwise, she'd be out of cookies!",8.0
en,base,"Why did the supply chain manager need a ladder? Because the cyber-attacks kept climbing higher, and he wanted to give them a supply chain boost!",8.0
en,base,Why did the bike lock refuse to work with anyone? Because it was a little lock-ative!,6.0
en,base,Why did Abraham Lincoln join the wrestling hall of fame? Because he bet his friend he couldn't pin a really tall guy... and he won the bet by just standing taller!,8.0
en,base,Why did David Szalay refuse to cross the Canadian border? Because he heard the prize money for the 2025 Booker Prize was up for grabs!,8.0
en,base,Why did the government need a ladder in August? Because it kept climbing into debt!,6.0
en,base,Why did the bottle get into trouble at Dublin Airport? Because it exceeded the new hand luggage liquid rules—and the security guards were strict as wet cement!,8.0
en,base,Why did the BBC correspondent compare Donald Trump's state visit to getting a root canal? Because it was painful for everyone and even the local anesthetic couldn't make it worth it!,8.0
en,base,"Why did Ophelia from ""The Fate of Ophelia"" music video refuse to cross the bridge? Because she heard the clowns were on the other side, and she didn't want to face more madness!",8.0
en,base,Why did the French prime minister quit? Because he couldn't stand the pressure of his own shadow for more than a month!,8.0
en,base,Why did Harry need special gloves for his AIDS campaign? Because even wizards get HIV from contaminated syringes!,8.0
en,base,"Why did the Syrian voter cross the road? To avoid the Assad监护下的投票站! (Note: The last part is in Chinese, which literally means ""Assad's watchtower,"" playing on the idea of avoiding surveillance or control by the government.)",8.0
en,base,Why did the protestors refuse to wear socks? Because Macron tried to tax their toe-to-toe moments!,8.0
en,base,Why did the pregnant nutritionist refuse to play with the genetic lottery? Because trying to have a healthier baby can turn into a real eugenics-y game if you're not careful!,8.0
en,base,"Why did Claude Monet keep visiting Trouville? Because he found the seaside views were simply ""pas cher""! (French for ""not expensive"", but sounds like ""pache"", meaning ""cheap"")",8.0
en,base,Why did Trump's TV opposition refuse to apply for a license renewal? Because they heard it might come with a requirement to actually tell the truth!,8.0
en,base,Why did the crossword puzzle go to the gym? To get an easy mode on the Hardest Word Cruncher!,8.0
en,base,"Why did the international fish need a lawyer? Because there's a new treaty about protecting its home, and it's not sure if ""international waters"" includes the fishbowl in the UN conference room!",8.0
en,base,"Why did Derek Thompson refuse to go to the party? Because he heard there would be stark declines in the amount of time spent there, and he wanted to avoid worrying.",8.0
en,base,Why did the Democrat go to The Villages? To show that even retirement communities can't avoid his campaign bus!,8.0
en,base,"Why did the hacker get arrested at the airport? Because he tried to check his luggage with a digital bomb—turns out, it was just a really big USB drive!",8.0
en,base,"Why did the Eagle fly away during the game? Because it accidentally got a ""tush push"" penalty and the NFL said it was okay, leaving its teammates with a sore bottom and no points!",8.0
en,base,Why did SafeSport decide to improve communication about long cases? Because it wanted to make sure nobody missed the memo that waiting could be a career!,8.0
en,base,"Why did the actor from ""Slow Horses"" refuse to play the villain? Because every time they cast him as the bad guy, he'd whisper, ""This is the Asian part... directors would be like: this is the Asian part!""",8.0
en,base,Why did the news anchor refuse to play catch? Because he didn't want to end the day with a sore arm!,6.0
en,base,"Why did Bill Murray, Jennifer Coolidge, and Ed Harris decide to open a bank? Because they heard you can always count on a good heist!",8.0
en,base,"Why did the planet go to the doctor? Because it had a serious case of indigestion, swallowing 6 billion tons of gas and dust every second!",8.0
en,base,"Why did the dad refuse to attend the rainbow-themed family reunion? Because he found it hard to RSVP ""love"" under those conditions!",8.0
en,base,Why did Taylor Swift's latest album need a decoder ring? Because her songs were filled with so many veiled insults that they could've passed as a Mensa puzzle challenge!,8.0
en,base,Why did the quarterback stay up all night? Because he didn't want to play for snails (seas) in the Dolphins!,6.0
en,base,Why did Rite Aid close all its stores? Because it ran out of money and couldn't find a pharmacy for bankruptcy pills!,8.0
en,base,"Why did Dillon Dube leave the Calgary Flames' locker room? Because every time he tried to re-enter, they said ""nope, flames out!""",8.0
en,base,Why did the sake from Osaka refuse to cross the road? Because it already had too many sake traditions to keep!,8.0
en,base,"Why did the American want to extend health insurance tax credits just before shutdown? Because he heard the premiums were about to skyrocket, and he didn't want to be caught without coverage—especially not during open enrollment season!",8.0
en,base,"Why did the news anchor break up with his girlfriend? Because he wanted to spend 20 minutes a day on her, but she wanted two hours!",8.0
en,base,Why did the spaghetti break up with the gnocchi? Because it couldn't handle the weight of its own worst pasta shape!,8.0
en,base,"Why was Queen Elizabeth I's undergarment so controversial? Because every time she turned, people wondered what her next move would be!",8.0
en,base,"Why did the midwife from the maternity unit where she was born have the best memory? Because she could remember every birth like it was her own ""first time""!",8.0
en,base,Why did the neuroscientist cross the road? To check the brain's internal mileage clock and see if he was still under the speed limit!,8.0
en,base,"Why did the regulator cross the road? To approve the $6.2B takeover of Minnesota Power, even though the deal was as clear as Minnesota lake water—disputed!",8.0
en,base,Why did the superintendent refuse to pay the school district's fines? Because he didn't want to fund more immigration enforcement!,8.0
en,base,Why did Manchán Magan refuse to do his final interview? Because he heard the journalist was using a word processor!,8.0
en,base,Why did the vacuum cleaner go to therapy? Because it had a deep-seated urge to clean everything... but couldn't stop at just one room!,8.0
en,base,Why did the Optus customer refuse to call triple-0 again? Because he heard the operator's response was worse than a disconnected line—she had to read him the fine print!,8.0
en,base,"Why did the wellness guru refuse to join Well Actually? Because he already subscribes to ""Overly Actually""!",8.0
en,base,"Why did the blind dog apply for a job as a conductor? He wanted to announce, ""Your next stop: Hot Mess Express!""",8.0
en,base,"Why didn't the tax on socks make it into the Budget 2026? Because every time we tried to implement it, people just ended up wearing two of them!",8.0
en,base,Why did the B.C. ferry refuse to carry Smith's pipeline plans? Because the ferry was worried about pipeline leaks in its passenger area!,8.0
en,base,Why did the back pain coach recommend more yoga and less surgery? Because the pain needed a mindset makeover!,8.0
en,base,Why did Gen Z decide to have a picnic on the couch? Because going outside was so last season... of grass.,8.0
en,base,Why did the fashion model refuse to wear a leaf? Because she heard it was just a trend!,6.0
en,base,"Why did the new archbishop refuse to play hide and seek in the cathedral? Because every time he hid behind the statues, they kept naming him as the next successor!",8.0
en,base,"Why did Mohamed Salah need a ladder? Because Danny Murphy keeps climbing all over him to point out he needs to stop being a ""little problem"" and start defending!",8.0
en,base,Why did Daniel Ek refuse to let the cat onto the Spotify app? Because he wanted to stay paws in control!,8.0
en,base,Why did the British car factory refuse to install cybersecurity software? Because it was worried about disrupting the supply of real cars instead of just disrupting the supply chain!,8.0
en,base,"Why did the robot vacuum apply for a job at the casino? Because it heard Dreame's L40s was a ticket to easy, pro-level cleaning... and dealing!",8.0
en,base,Why did the photographer refuse to take pictures of the surface? Because he heard the deep puddles near London's underground raves were full of running police!,8.0
en,base,"Why did the concert go to a broker's wallet instead of his college fund? Because Live Nation and Ticketmaster let him ""scalp"" the tickets!",8.0
en,base,"Why did the tomato turn red? Because it saw Professor Putin and President Trump arguing over a basket of eggs, and it started to feel a little squeezed! (Get it? Egg-scelent puns!)",0.0
en,base,Why did the wild food enthusiast bring a ladder to the forest? To climb up to Google and check if there were any easier ways to reconnect with nature!,8.0
en,base,Why did the ancient Egyptian pharaoh refuse to wear his bracelet near a metal detector? Because he heard it would set off alarms and alert tomb robbers who might melt it down for gold!,8.0
en,base,"Why did the AI cross the road? To warn James Cameron about not making it smart enough—otherwise, it would be sci-fi anymore!",8.0
en,base,Why did the analyst get fired during cost-cutting measures? Because he suggested rounding everyone off to the nearest store!,8.0
en,base,Why did the surfer in Byron Bay refuse to wear a hat? Because he didn't want to yield to the holiday rental cap!,8.0
en,base,Why did the father decide to deliver his baby on the doorstep of the Texas hospital? Because he heard they had great doorbell installations!,8.0
en,base,Why did the Aces player bring a ladder to the game? Because Mercury kept shooting them up in score!,8.0
en,base,Why did the NASA Webb Telescope refuse to go to Mars? Because it heard Mars was having telescope envy issues and didn't want to borrow any of its otherworldly images!,8.0
en,base,"Why did ""To Kill a Mockingbird"" refuse to be banned from U.S. schools? Because it couldn't find a strong enough defense attorney!",8.0
en,base,Why did the cheese go on a trip? To find some more cheddaring grounds!,6.0
en,base,"Why did the real estate mogul from Abu Dhabi cross the road? To bet on cheaper homes, but ended up in private credit's debt!",8.0
en,base,Why did the supermoon go to therapy? Because it had a full moon in its relationships!,6.0
en,base,"Why did Gordon Ramsay call the police? Because someone dialed 911 and said, ""There's too much salt in my soup!""",8.0
