id	word1	word2	headline	text
zh_2014	-	-	東協財經／ 布局新南向市場　國泰世華新加坡分行首推企業債券	国泰世華在新加坡开设分行，没想到最火的竟然是企业债券，连分行的大厅灯都亮了债主的眼。
zh_2015	-	-	文学遇见生活　未来拥抱AI　观2025年作家节盛况	在2025年的作家节上，一位作家遇到了AI，他惊讶地说：“文学遇见生活，未来居然拥抱AI了！”AI礼貌地回答：“您好，我是2025年的智能助手，听说您是文学界的前辈。”作家接着说：“看来，未来的文学会更有趣，不知道我写的诗能不能打个八折呢？”
zh_2016	-	-	秋日餐桌的“蟹”逅 东方鲜美碰撞西方浓醇	在秋日的一次特别聚会上，一只大闸蟹不慎掉进了红酒里，它心想：“这顿饭的‘蟹’逅真是太‘蟹’了，没想到东方的鲜美会这么浓醇！”旁边的牛排也忍不住说：“看来以后得小心点，别让西方的浓醇‘蟹’到我身上了。”
zh_2017	-	-	祝鸣：西芒杜铁矿成为中非合作新样板	祝鸣最近很忙，不仅是因为西芒杜铁矿成了中非合作的新样板，他还得忙着把铁矿石价格谈成“铁一样不变”的好 deal。
zh_2018	-	-	車Cam直擊｜大角咀校巴入錯路口 急煞連切兩線險釀禍 網民公憤	校巴司机：哎呀，我刚才在大角咀迷路了，结果真的进错路口了。好在车Cam拍下来了，不然我这车险些变成“切线王”，连累了两排车的司机兄弟们。网友们看了都直呼：“这司机也是醉了，还好没酿成大祸！”
zh_2019	-	-	视频丨中国游客赴日游锐减 日本旅游业受冲击	自从中国游客赴日游锐减，日本的导游开始自己学起了中文，准备直接和游客沟通。结果发现，他们只会说“旅游受冲击了”。
zh_2020	-	-	連晨翔陪產迎接愛女感觸深　方志友30萬大禮慶賀【專訪】	连晨翔为了迎接爱女，不仅陪产还准备了30万的大礼，方志友听说后感叹：“看来我得赶紧生个儿子，不然陪产礼就要翻倍了！”
zh_2021	-	-	GD登大巨蛋霸氣喊「我龍哥」 合體BIGBANG喊：我不孤單	GD在大巨蛋霸气喊“我龙哥”，旁边的成员疑惑地问：“你不是一直觉得JYP是你的唯一吗？”GD回答说：“我不孤单，因为我还有我的粉丝和大巨蛋呢！”另一边，BigBang的成员则在一旁调侃：“看来我们得加强练习，不然下次GD一吼，我们可能真的会觉得自己很孤单。”
zh_2022	-	-	大看台｜通讯：42.195公里，见深港情长	在一次马拉松比赛中，深港两地的选手们跑得热火朝天，最终一位选手说：“这次比赛真是42.195公里，见深港情长啊！”旁边的选手疑惑地问：“你怎么知道我跑完了全程？”这位选手笑着回答：“因为你还没掉队呢！”
zh_2023	-	-	“赤水河谷 中国酱香”区域品牌推广活动即将启幕，共筑中国白酒经典产业新高地	为了推广“赤水河谷 中国酱香”，主办方决定举办一场特别的比赛——谁能喝下最多的酱香酒而不倒下，就能获得“中国酱香之王”的称号。不过，主办方悄悄补充了一句：“如果你是司机的话，还是别参加了。”
zh_2024	-	-	流感疫苗公费价格不如蜜雪冰城，便宜得让人心慌	流感疫苗公费价格不如蜜雪冰城，便宜得让人心慌。听说有人为了省几十块钱，宁愿去喝冰镇奶茶，结果真的中奖了——中了流感！
zh_2025	-	-	「4生肖」年底前諸事不順！職場、財務兩頭燒　專家曝解方	听说年底这四生肖要当“火炉”，职场和财务都得靠边站，专家支招：赶紧准备灭火器，不然年终奖可能都要用来扑火了。
zh_2026	-	-	北市擬放寬民生社區都更規定 都委會要求修改再送審	北市拟放宽民生社区改造规定，都委会要求修改再送审——据说是为了让豆腐能更好地变成干酪，结果却被告知需要先做成豆浆。
zh_2027	-	-	钟丽缇谈女儿未来规划：考拉Jaden暂不出道，现阶段专注学业	钟丽缇的女儿未来规划是考“拉”，而不是出道。她说要先学好中文，再考虑学树袋熊语。
zh_2028	-	-	分析：本地数码银行难与传统银行竞争	本地数码银行尝试用手机银行抢客户，结果客户们都纷纷表示：“我们还是喜欢去传统银行，那边WiFi信号好，而且还有免费的咖啡！”
zh_2029	-	-	佛山：传统文化与现代竞技相得益彰	在佛山，龙舟赛上，一条传统龙舟和一辆电动车龙舟同时出发。观众们惊叹不已，传统文化遇到了“电”时代，看来佛山的龙舟比赛真是别具一格！
zh_2030	-	-	「停自家騎樓」被開單！　住戶控：缺業績嗎　警：妨礙通行	听说有一户人家经常把车停在骑楼，结果收到了罚单。邻居看到后开玩笑说：“缺业绩吗？”警察解释道：“主要是妨碍通行，以后要注意哦。”那人无奈地说：“那我下次停到你们家去，反正你们业绩也不好。”
zh_2031	-	-	美俄“28点计划”曝光，乌克兰会接受吗？	美俄俩国终于坐下来谈了，结果谈出来的不是和平协议，而是一份“28点计划”的菜单。乌克兰听说后，表示自己只想来一份“自由和独立套餐”，至于其他内容，暂时不考虑。
zh_2032	-	-	【文化普拉斯】最美麗主持人白嘉莉來了！ 跨界藝術的全方位人生	白嘉莉不仅主持漂亮，跨界艺术也是小菜一碟。有一次她去画展，看到一幅画上写着“为什么……因为……”，她二话不说拿起笔在旁边补了一句：“因为她是白嘉莉！”结果工作人员都笑翻了，因为她把一个模板变成了自己的特色。
zh_2033	-	-	黃品源愛女腎臟感染險喪命！腰痛、發燒別輕忽　恐引發敗血症	黄品源为了不让女儿的肾感染影响到自己的腰部，特意请了假，结果自己却因为腰痛和发烧住进了医院。医生说：“黄先生，您这是典型的‘代父出征’症状。”
zh_2034	-	-	老酒友私藏酒单！这一杯凭啥称“酒祖”？3秒入口真相了	老酒友们都知道，一瓶酒要想被称为“酒祖”，可没那么容易。最近一位老酒友分享了他的私藏酒单，其中一瓶酒号称“酒祖”。大家好奇地尝了一口，3秒后，大家都明白了——原来那股子味道是“老陈醋”的专利！
zh_2035	-	-	王元丰：应对气变的全球战线仍坚强存在	王元丰最近在研究气候变化，他发现自己的冰箱对抗高温的能力依然坚强存在，看来全球战线在他的家里还是挺稳固的。
zh_2036	-	-	全運｜姚潔貞為港隊壓軸戰女子1萬米列29　膝傷堅持完成「不想冇成績返去」	姚潔貞在女子一万米比赛中坚持跑完全程，连旁边的医生都感叹：“真是铁打的姚洁贞啊，膝盖受伤了还能坚持，看来她的心比腿还长！”
zh_2037	-	-	高考填志愿AI大火：信哪款AI，还是信收费专家？	高考填志愿时，小明信了AI的推荐，结果被一所全是机器人的学校录取。他妈妈问：“信哪款AI，还是信收费专家？”小明回答：“都信了，不过机器人学费是按小时计的。”
zh_2038	-	-	高雄防堵濫倒廢棄物增設「智慧圍籬」 整合警政交通電眼布天羅地網 00:18 生活	为了防止废物乱倒，高雄市不仅设置了“智慧围篱”，还特意养了一群会巡逻的智能机器人。不过这些机器人工作起来有点迷糊，有一次居然把一位市民的宠物狗误认为是可疑物品，结果是市民自己跑去报警说：“它只是我的小狗，不是什么废品！”
zh_2039	-	-	日幣破0.2甜甜價　普發1萬元「梭哈」換5萬	日元贬值到0.2元人民币，大家都疯了，抢着去兑换。结果政府发了一万元，让大家豪赌换成五万日元，有人直接梭哈买了一堆零食，结果第二天就去领救济金了。
zh_2040	-	-	澳博棄十六浦娛樂場 下周五最後營運日	澳博的十六浦娛樂場最近宣布下周五是最后营业日，听说当天所有人都在玩“最后一晚”的游戏，结果警察到场后直接说：“你们这游戏有点过分了，得收收心了。”
zh_2041	-	-	潮行GBA：深圳灣文化廣場 設計綴日常	听说深圳灣文化廣場的设计理念是“缀日常”，所以他们把垃圾桶设计成了巨大的闹钟，每天提醒人们“该扔垃圾了”。不过我觉得更应该提醒的是：“该清理垃圾桶了！”
zh_2042	-	-	陈来：中华传统文化的家训家规及其现代意义	陈来的家训是：“每天都要读点传统文化，不然你就OUT了！”他家的规矩是，谁要是跟不上传统文化的步伐，就只能被晾在一边看别人谈古论今。现在大家都说陈来家的文化氛围特别浓，因为他家的WiFi密码都得用四书五经才能连上！
zh_2043	-	-	全民普發萬元啟動　中華電信推「歲末大回饋」購機最高折5千、贈點15,000再抽萬元好禮	听说全民要普发万元启动金，中華電信也来凑个热闹，推出了“歲末大回饋”活动。结果，大家伙儿都忙着抢手机了，有人直接说：“我不要那个万元启动金，我要那个购机最高折5千、赠点15,000再抽万元好礼！”你看，现在启动一家公司，都不用自己掏腰包了，直接让人家电信来启动！
zh_2044	-	-	寒潮来袭、大风呼啸，如何应对？	寒潮来袭，大风呼啸，专家建议大家最好待在温暖的被窝里，别出来添乱了。不过，如果你非要出门，记得带把扇子，这样既能驱寒又能抵挡大风，只是可能会引来路人好奇的目光——你在降温还是升职？
zh_2045	-	-	冬日健康补给站 解锁萝卜的隐藏吃法	在冬日里，如果你是萝卜爱好者，那你就是健康补给站的小站长！最近我发现了一个萝卜的隐藏吃法——把它埋在雪地里当温度计用。当你不知道外面气温多少时，挖出来一看就知道了，如果萝卜皮冻得发白，那外面肯定冷得不行；要是萝卜还是暖乎乎的，那就说明外面还暖洋洋的。不过记得别挖错了自己的菜地哦！
zh_2046	-	-	质子放射治疗系统核心设备落户南方医院增城院区	南方医院增城院区新引进了一套质子放射治疗系统，医生们兴奋地说：“终于不用靠‘质子’飞出去治病了！”
zh_2047	-	-	稻草人現代舞蹈團「有可能．但現在不行」　台中演出	稻草人现代舞蹈团最近在台中演出，观众们好奇地问：“稻草人怎么跳舞？”团长回答说：“稻草人是可以跳现代舞的，但现在的稻草人还没学会。”
zh_2048	-	-	台股大漲846點　法人：AI題材加持看好動能	听说今天股市大涨，法人表示看好AI题材的前景。结果我买了一堆股票，回家发现只涨了846点心情，原来是我忘了升级我的AI理财软件！
zh_2049	-	-	吳詩儀不敵世錦賽金牌　WB盃拳擊年終賽摘銀	吳詩儀在世錦賽金牌面前，感受到了前所未有的壓力，最終摘得 WB 盤擊年終賽的銀牌，證明了她不是輸給對手，而是輸給了自己的恐懼。
zh_2050	-	-	雪场“盛装”迎客 吉林进入“冰雪时间”	吉林的雪场这次真是别出心裁，不仅堆了个巨大的滑雪版“冰墩墩”，还让游客们穿着泳衣来体验“水上滑冰”的独特感觉。看来，要想在吉林的冰雪季节里“火一把”，不仅要准备好滑雪装备，还得提前练好游泳哦！
zh_2051	-	-	卓榮泰：普發一萬續防詐　太子集團案應檢討	卓榮泰最近很忙，不仅忙着防范诈骗，还忙着给太子集团的员工发奖金，因为他想让大家反思一下最近的案件，结果员工们纷纷表示：“我们只想要奖金，不想检讨！”
zh_2052	-	-	谷歌发布Gemini3重新定义智能，人机协作时代开启	谷歌发布Gemini3重新定义智能，人机协作时代开启——从此，键盘不再孤单，因为它终于找到了能24/7在线的伙伴。
zh_2053	-	-	中國「稀土震撼」再來？日本2原因不怕	虽然中国又要来一场“稀土震撼”，但日本并不害怕，原因很简单：一是他们有储存罐，二是他们有强大的消化能力。
zh_2054	-	-	韓國酷澎顧客個資外流　涉及逾4500名顧客	听说韩国有家酷澎公司搞活动，承诺保护客户信息，结果客户们纷纷表示：“我们都被保护得很好，就是个人信息都跑到了外面去了。”据统计，这次“意外”的客户超过了4500人。
zh_2055	-	-	男子拍视频称“遭陌生人闯入店强吻”，接受采访时还一本正经讲述经过，警方：系夫妻摆拍，行拘8日	这位大哥真是创意无限，不仅自己演了一出“惊心动魄”的强吻戏码，还在接受采访时一本正经地讲述经过，结果被警方识破原来是夫妻俩一起摆的拍，还被拘留了8天。看来下次再想拍段视频吓唬人，得先问问法律允许不允许哦。
zh_2056	-	-	外籍人购房可申请公积金贷款！佛山发布12条楼市新政	听说佛山出台了12条楼市新政，外籍人士购房也能申请公积金贷款了。不过这位老外兴奋地跑去银行咨询时，工作人员却告诉他：“我们只提供‘公积金’咨询服务，贷款还得自己去找。”
zh_2057	-	-	火线评论｜准确理解“防止形成规模性返乡滞乡”	听说为了防止形成规模性返乡滞乡，村里发了通知，结果大家都跑去城里看热闹了，村口冷冷清清的，连个返乡的人都没有。
zh_2058	-	-	文脉华章|中文是中国贡献给世界的重要公共文化产品	听说有一种文化产品叫中文，它的说明书是用中文写的，结果全世界的人都在猜这个“中文”到底是啥意思，有人说是“中国文化”，也有人说是“中国菜谱”，还有的人直接说：“这不就是个中文说明书嘛！”
zh_2059	-	-	AI淨零／ 環境部推淨零綠生活餐飲指南　倡導「吃得永續」	环境部推出的新指南可不只是吃素那么简单，他们倡导大家“吃得永續”，连AI都开始琢磨着是不是该减少碳足迹，连吃饭都得净零了。有一次，AI试着用树叶当餐具，结果不小心成了森林的一部分，从此再也不敢随便“吃”东西了。
zh_2060	-	-	上任20天拜會韓國瑜 鄭麗文：黨部是最強後盾	郑丽文上任20天就拜会了韩国瑜，看来党部真的是她最强大的后盾——强大到可以随时找人“靠山”。
zh_2061	-	-	风声｜新乡医保设置每日限额，这是医保违约？	新乡医保设置了每日限额，结果大家都成了“超限用户”，每天都在排队等待激活医保账户，生怕成为“永久离线”。
zh_2062	-	-	《人浮於愛》楊祐寧劈腿邵雨薇　難斷簡嫚書揭「心碎真相」	杨祐宁在爱情中漂浮不定，最终选择了邵雨薇，没想到简嫚书的心却像冰块一样，直接“冻”碎了，原来她的心里早就藏着一块“冰箱贴”。
zh_2063	-	-	看见｜王者荣耀KPL年度总决赛首次落地鸟巢 观众数突破6.2万创吉尼斯世界纪录	听说王者荣耀KPL年度总决赛第一次在鸟巢举行，小明兴奋地跑去现场，结果发现自己的座位竟然在鸟巢的鸟蛋里，周围全是6.2万只蛋壳碎片，真是刷新了他对“吉尼斯世界纪录”的认知。
zh_2064	-	-	叡揚AI Solutions Day　佈局AI實踐藍圖	在睿揚AI Solutions Day上，大家纷纷讨论AI的未来。一位参会者问组织者：“你们怎么布局AI实践蓝图呢？”组织者回答说：“我们打算用AI来预测参会者的提问，然后提前准备好答案。”参会者疑惑道：“那万一预测不准呢？”组织者自信地说：“没关系，我们有备份——就是那些没有被AI预测到的问题，我们会现场编一个段子来应对。”
zh_2065	-	-	白俄及喬治亞記者獲沙卡洛夫獎　兩人對抗不公入獄	两位记者为了揭露不公，可谓是舍身取义，结果却是因为获得了沙卡洛夫奖而入了“奖”狱，真是“冤枉”啊！
zh_2066	-	-	點亮前備箱！特斯拉推「原廠新配件」最低不到2千　台灣開賣	听说特斯拉现在推出的新配件可以直接点亮后备箱，看来以后忘记带钥匙也能轻松取物了。不过提醒一下，别指望它帮你搬东西，毕竟价格最低不到2000元，估计只能放个手机或者钱包了。
zh_2067	-	-	保溫杯恐成炸彈！陸男「熱水加清潔劑旋緊」　下秒噴飛插進牆	听说保温杯里泡枸杞的陆男最近升级了装备，热水加清洁剂一旋紧，没想到下秒保温杯变成了“喷泉杯”，直接喷飞插入了墙里。医生说这是压力太大造成的“爆杯”现象。
zh_2068	-	-	Epic携手Unity拓展游戏生态	Epic和Unity一起去拓展游戏生态，结果Epic直接在Unity的世界里买了一块地，建了个庞大的虚拟城堡，Unity看得直吐舌头，心想：“看来以后得好好练练编程，不然真的要被Epic圈地运动给逼疯了！”
zh_2069	-	-	男「手綁菜刀」揮舞嗆鄰! 阿嬤推助行器難逃　嚇到發抖｜TVBS新聞 @TVBSNEWS01	"阿嬤平時散步喜歡推著助行器，哪想到一回頭，發現自己成了 Neighbor 的「推助行器難逃」的主角。而她的鄰居則是手持「手綁菜刀」，揮舞得📐尺大作響，吓得阿嬤!"");; 把助行器當成了避難工具，兩人都被這場即興的「鄰里防衛戰」嚇得發抖。"
zh_2070	-	-	2025年中央八项规定精神贯彻执行情况网络调查问卷正式开启	调查结果显示，大部分网友对于中央八项规定的贯彻执行情况表示满意，但也有少数人反映：现在上网频率太高了，感觉自己好像又回到了2025年的“网络调查时代”。
zh_2071	-	-	東協財經／ 國泰金旗下世越銀行　盈餘轉增資強化資本	国泰金的世越银行最近盈余转增资，资本雄厚到连海盗都绕道而行，听说它们现在正考虑投资一家造船公司，打算自己造艘船去海上巡逻呢。
zh_2072	-	-	中国PC、云市场迈向万亿规模 英特尔中国区管理层详解未来战略	英特尔中国的管理层开会时，有个员工提议说：“咱们公司的产品要进军万亿级市场了！”管理层一听，纷纷表示赞同。这时，一位员工开玩笑说：“那我们是不是应该先去采购一些万亿级的办公桌？”大家都笑了，气氛轻松了不少。
zh_2073	-	-	明窗 愛回家吃飯‧我鍾意食雞翼 土匪雞翼‧水牛雞翼	听说明窗家的鸡翼特别好吃，有土匪鸡翼、水牛鸡翼之分。不过，最让人垂涎的是爱回家吃饭的那个“爱”，据说吃了能让人心情大好，工作顺利呢！
zh_2074	-	-	为上海拿下第九冠！“眼镜哥”徐卓一，孙海平这么说	为了庆祝上海夺得第九个冠军，“眼镜哥”徐卓一被孙海平要求戴上了一副特别的眼镜，据说这副眼镜能让人一眼看出比赛的胜负。不过，徐卓一戴上后第一件事就是去眼镜店退了，因为他发现这眼镜只能看到价格标签上的数字。
zh_2075	-	-	開車掉入捷運8米深工地 女子奇蹟式輕傷自行爬梯脫困	这位女士开车技术有待提高，居然掉进了地铁8米深的工地，不过她的运气不错，就像她在生活中总能找到捷径一样，这次她竟然轻伤就自己爬梯脱困了。看来以后坐地铁时还是得小心点，别一不小心成了“地下铁司机”！
zh_2076	-	-	编辑手记｜“夏衍剧作十种”如何捕获年轻人的心	为了“夏衍剧作十种”能捕获年轻人的心，编辑决定用最新的流行语重新编写剧本，结果发现，原来只要加入几个“yyds”（意为“永远的神”），就能瞬间吸引一大波年轻粉丝。
zh_2077	-	-	網路交友「抽血陷阱」 民眾在民宅內被取血｜TVBS新聞 @TVBSNEWS01	在一次网路交友中，小明遇到了一位自称是医学研究者的女士，两人聊得很投机。最后，这位女士提出要见面做一次“特殊的血液检测”。小明欣然前往一位热心提供场地的朋友家，结果发现房间里摆满了各种医疗设备。原来，这位女士是在进行一项关于“网恋真实性”的科学研究，而“特殊的血液检测”只是她的幌子。小明尴尬地表示：“看来我得重新考虑我的网路交友策略了，下次得先抽点血，看看对方是不是真的！”
zh_2078	-	-	未成年人在教培机构内训练受伤，只能自担风险？	在一个教培机构里，几个未成年人正在认真“训练”，结果不小心摔了一跤。负责人出来一看，淡定地说：“孩子们，这叫‘自担风险’，以后要注意脚下安全哦！”旁边的家长一脸无奈：“那他们来这里训练，不就是为了规避风险吗？”
zh_2079	-	-	小島秀夫感染A流  缺席金馬頒獎承諾再訪台	小島秀夫最近感染了“A流”，所以缺席了金马奖，但他承诺会再来台湾，不过这次他可能得先去报个到，了解一下这里的“防疫码”规则。
zh_2080	-	-	范姜隔19天再發聲：自律善良都是選擇　開撕粿王「暴瘦11公斤」真實模樣曝	范姜隔了19天再发声，原来这段时间他一直在家自制暴瘦11公斤的秘密酱料——“开撕粿王”，结果不小心把粿王都开撕完了，镜像中的自己也跟着暴瘦了11公斤！
zh_2081	-	-	武汉两江交汇处现“泾渭分明”景观	在武汉两江交汇处，河水突然变得“泾渭分明”，不过旁边的小贩却一脸无奈地说：“看来今天得靠卖‘混水摸鱼’的技巧了。”
zh_2082	-	-	被認定涉不公平競爭　西班牙法院判Meta賠近5億歐元	听说Meta被西班牙法院判赔近5亿欧元，它现在最怕的不是竞争对手，而是自己的钱包，生怕一不小心又成了“无底洞”案。
zh_2083	-	-	多部大IP电影上映在即 全年票房有望冲击500亿元	听说多部大IP电影要上映了，电影院里的爆米花们可高兴了，它们终于有机会冲击一下自己的“全年销售目标”——500亿颗！
zh_2084	-	-	"王朔：""选择法国""峰会一年两办,什么信号？"	王朔最近很忙，听说他不仅写小说，还忙着组织“选择法国”峰会，一年竟然两办！问他这是不是信号满满，他说：“这叫市场广阔，机会多多，不办对不起自己。”
zh_2085	-	-	对话名医｜杨志：核药“微型导弹”如何改写肿瘤诊疗格局	杨医生说，对付肿瘤这个“坏蛋”，他的“微型导弹”核药不仅精准，还特别会“导航”，直接把治疗送到“坏蛋”的家门口，让肿瘤患者看到了新的希望。不过，这位名医可不轻易把“导弹”借给人家，据说连他的猫都不允许靠近存放“导弹”的地方呢！
zh_2086	-	-	貼布越貼越癢？醫揭關鍵真相是「這三大原因」　若輕忽下場慘！	听说贴布会越贴越痒，医生揭秘了三大原因：一是因为贴得太紧，二是贴了不该贴的地方，三是选的贴纸质量不过关。最惨的是，有些人轻信偏方，结果痒得更厉害了，真是应了那句话：“痒起来比中奖还刺激，但别忘了，中奖也要看是不是真的！”
zh_2087	-	-	英特尔18A制程处理器量产进程加速	英特尔的新处理器量产进程加速，据说是因为他们的生产线突然发现了一个“超车道”，现在芯片们可以一路“狂飙”了。
zh_2088	-	-	《住房租赁条例》施行两月 如何更好推动新规落地？	自从《住房租赁条例》施行后，房东和租客的关系变得更加稳定了——他们现在都在认真阅读合同条款，生怕一不小心就签了个“长期租赁”。
zh_2089	-	-	韓客輪觸礁　船上267人獲救　客輪今早歸港【短片】	韩客轮触礁了，船上的人紧张得像股市一样波动，还好现在都平安上岸了，看来这次的波折只是让他们体验了一把“触礁行情”，明天就能回到熟悉的“港口指数”了。
zh_2090	-	-	極端氣候衝擊原民社區　台加合作AI防災科技	在台加合作防灾科技项目中，原民社区的居民们学会了用AI预测天气。有一天，一位长者对年轻人说：“今天可能会下雨，我用AI看了。”年轻人好奇地问：“那你怎么知道的？”长者回答：“因为我的手机App上显示‘極端氣候衝擊原民社區’。”
zh_2091	-	-	領展中期分派減6% 股價曾挫7% 本港內地零售續租租金跌 料經營環境短期續惡化	听说领展的中期分红减少了6%，结果股票下跌了7%，看来股东们现在都在考虑去内地续租了，只是不知道续租后是租金下降了，还是心情变差了7%。
zh_2092	-	-	泰官員接待29名台身障旅客　盼推廣無障礙旅遊景點	泰國 Tourism 官員小李子，這次熱情接待了 29 名來自台灣的身心障礙旅客，他笑著說：“希望他們在無障礙的旅遊景點中，也能感受到家一般的溫馨。”結果，其中一位旅客回答：“我們感受到了，只是你這個導遊還需要些無障礙訓練哦！”
zh_2093	-	-	石虎睽違31年再現阿里山　創嘉南地區最高海拔紀錄	石虎这次在阿里山出现，直接把兔子给吓到了，不过它没想到自己因此创下了嘉南地区的新海拔纪录，真是“从森林里蹦跶到了地图上”！
zh_2094	-	-	UBA》無敵政大跨季56連勝 謝昀達許願拿6連霸跟阻攻王	无敌政大最近真是气势如虹，连续赢了56场比赛，连比赛用的球都快被他们踩成足球鞋了。谢昀达许了个愿，希望这次能拿到六连霸，顺便还想拿个防守王，结果对方队员笑称：“你这是想让我们怎么防守啊？”
zh_2095	-	-	清水灣道大埔仔村屋陷火海 濃煙衝天幸無人傷 疑拖板短路釀禍	听说清水灣道的大埔仔村发生了一起火灾，浓烟冲天，不过幸运的是没有人受伤。消防员到场后，发现罪魁祸首竟然是因为一块拖板短路引发的。现场一位居民表示：“以后再也不敢偷偷用双插头了，万一被消防员抓到，岂不是成了灭火英雄？”
zh_2096	-	-	“7连板”热股，上演“天地天”	这家公司的股票真是“奇”了不得，“7连板”之后竟然来个“天地天”，看来它不仅会炒股，还会玩成语接龙呢！
zh_2097	-	-	中日關係惡化  普通人被政策綁架很無奈	听说中日关系恶化后，有人提议把两国的政策都变成绳子，结果大家都觉得，被政策“綁架”真的好无奈，连逃跑的机会都没有了。
zh_2098	-	-	網紅賓賓哥入校直播惹議  校方報警提告	宾宾哥在直播间里表演了他的“校園大逃亡”，结果校方直接报警求助，说：“我们找不到宾宾哥了！”
zh_2099	-	-	新界南跨部門掃黃及反黑工  共拘30人包括十名賣淫內地女子	警察扫黄又反黑，新界南这次行动真是“双管齐下”。不过听说被拘的30人里，有10位是内地来的卖淫女子，她们是不是也被要求“改行”了呢？看来这次行动不仅是抓人，还涉及到职业培训啊！
zh_2100	-	-	黄檗山龙潭藏着多少祈雨秘密？千年摩崖石刻揭秘宋明往事	黄檗山龙潭里的石刻，原来藏着这么多“秘密”！据说，只要在干旱时对着石刻许愿，就能引来甘霖，但前提是得背下上面的所有文字，不然白许愿。有村民试了几次，结果呢，倒是把宋明的历史都搞清楚了，却还是没等到雨。
zh_2101	-	-	寻味180年武吉知马路 邂逅20年不败法式经典	听说武吉知马路有一家店藏着20年的秘密配方，结果我一试才发现，原来20年前它就已经是法式甜品界的“不败传奇”了。
zh_2102	-	-	明周娛樂 台慶「歌聲災難」幸甩身  陳豪：我原本想Rap	明周娛樂台慶「歌聲災難」，幸運地甩掉了歌唱任務，陳豪坦言：“我原本想 Rap，結果大家決定讓我演哑巴。”
zh_2103	-	-	三星Galaxy S26 Ultra光圈升至f/1.4	自从三星Galaxy S26 Ultra将光圈升至f/1.4，它的拍照水平简直比它的小弟们还要“开源”，连月亮都快变成免费的了！
zh_2104	-	-	府中商圈週末市集創意滿點　街頭表演輪番登場歡樂加倍	在府中商圈週末市集上，小明带着他的创意风筝前来参展，没想到风筝线突然断了，结果他被一群街舞大爷追着跳街舞，现场欢乐气氛直接加倍！
